Date,Open,High,Low,Close,Adj Close,Volume
2014-05-09,843.200012,844.039978,840.190002,842.330017,842.330017,265968600
2014-05-12,842.159973,847.530029,841.760010,847.020020,847.020020,225468600
2014-05-13,849.059998,849.880005,846.820007,849.070007,849.070007,230926700
2014-05-14,849.429993,849.429993,845.960022,847.130005,847.130005,228009800
2014-05-15,846.919983,849.479980,836.929993,838.549988,838.549988,324028500
2014-05-16,839.260010,840.219971,834.440002,840.219971,840.219971,324218600
2014-05-19,839.080017,843.010010,834.640015,842.219971,842.219971,234409100
2014-05-20,842.080017,843.640015,839.080017,841.109985,841.109985,198959600
2014-05-21,839.200012,844.299988,836.690002,844.049988,844.049988,228295100
2014-05-22,845.979980,846.349976,842.059998,845.679993,845.679993,222923500
2014-05-23,845.700012,847.890015,843.690002,847.679993,847.679993,195470100
2014-05-26,849.210022,853.469971,848.380005,853.469971,853.469971,117187200
2014-05-27,851.919983,854.640015,850.969971,853.479980,853.479980,235113400
2014-05-28,852.729980,853.510010,850.429993,853.510010,853.510010,258473700
2014-05-29,851.929993,854.049988,850.760010,853.960022,853.960022,161611200
2014-05-30,851.280029,852.929993,848.760010,852.190002,852.190002,334829800
2014-06-02,853.520020,854.169983,850.169983,852.460022,852.460022,243458600
2014-06-03,851.700012,851.940002,849.090027,850.140015,850.140015,221577500
2014-06-04,848.880005,850.909973,845.130005,849.729980,849.729980,206799600
2014-06-05,850.250000,862.369995,847.510010,857.159973,857.159973,304909700
2014-06-06,858.450012,864.039978,856.419983,863.140015,863.140015,309826300
2014-06-09,863.940002,865.469971,862.130005,865.280029,865.280029,154132700
2014-06-10,864.650024,867.799988,863.260010,867.799988,867.799988,180588700
2014-06-11,866.760010,866.809998,860.719971,861.349976,861.349976,230670000
2014-06-12,861.190002,864.869995,860.510010,861.969971,861.969971,194360100
2014-06-13,861.140015,861.330017,853.799988,859.479980,859.479980,208097600
2014-06-16,856.690002,858.320007,853.849976,854.030029,854.030029,185723000
2014-06-17,857.090027,858.940002,854.549988,858.530029,858.530029,204908500
2014-06-18,859.429993,861.719971,858.280029,858.349976,858.349976,225141200
2014-06-19,864.859985,865.539978,862.559998,862.820007,862.820007,256410200
2014-06-20,861.989990,864.909973,860.760010,860.760010,860.760010,384298100
2014-06-23,860.760010,860.760010,852.440002,855.140015,855.140015,228347100
2014-06-24,856.479980,857.940002,853.250000,854.659973,854.659973,255733700
2014-06-25,850.760010,850.760010,842.590027,844.919983,844.919983,280873100
2014-06-26,846.419983,847.159973,837.700012,842.559998,842.559998,238028200
2014-06-27,843.469971,845.280029,840.260010,842.349976,842.349976,238243900
2014-06-30,843.150024,846.039978,838.130005,840.880005,840.880005,299309000
2014-07-01,843.099976,847.409973,841.630005,847.340027,847.340027,329932700
2014-07-02,847.039978,849.039978,844.349976,845.770020,845.770020,353245100
2014-07-03,846.739990,853.780029,844.739990,853.700012,853.700012,269823600
2014-07-04,852.679993,853.900024,850.789978,850.789978,850.789978,173443800
2014-07-07,849.059998,850.530029,840.549988,840.710022,840.710022,266588100
2014-07-08,842.109985,842.669983,829.799988,829.799988,829.799988,290977100
2014-07-09,831.380005,832.570007,826.789978,831.500000,831.500000,291398700
2014-07-10,829.919983,830.299988,816.559998,820.750000,820.750000,345132200
2014-07-11,822.130005,825.190002,819.659973,822.359985,822.359985,310172200
2014-07-14,824.179993,829.440002,823.510010,828.460022,828.460022,245180000
2014-07-15,827.270020,829.330017,821.969971,822.109985,822.109985,356672500
2014-07-16,824.710022,833.039978,824.710022,833.030029,833.030029,321461200
2014-07-17,829.570007,831.549988,823.340027,824.010010,824.010010,272898700
2014-07-18,820.390015,826.059998,817.919983,826.010010,826.010010,263830700
2014-07-21,826.409973,826.669983,819.929993,821.869995,821.869995,223456700
2014-07-22,825.549988,833.340027,824.340027,832.599976,832.599976,220024800
2014-07-23,831.239990,837.349976,830.619995,834.299988,834.299988,286425900
2014-07-24,834.200012,840.520020,829.820007,839.869995,839.869995,294710500
2014-07-25,836.679993,838.010010,824.799988,826.929993,826.929993,245756900
2014-07-28,830.000000,830.440002,822.099976,827.590027,827.590027,206384300
2014-07-29,830.090027,834.369995,825.229980,830.809998,830.809998,282145500
2014-07-30,830.809998,833.690002,822.559998,824.059998,824.059998,418315500
2014-07-31,827.309998,829.460022,813.070007,814.840027,814.840027,778837700
2014-08-01,814.210022,814.250000,800.869995,804.359985,804.359985,613117300
2014-08-04,806.630005,809.909973,803.669983,805.690002,805.690002,228122000
2014-08-05,808.640015,812.950012,807.150024,809.260010,809.260010,231264800
2014-08-06,804.130005,807.020020,797.799988,804.770020,804.770020,262409800
2014-08-07,803.169983,805.239990,795.539978,796.049988,796.049988,258629100
2014-08-08,790.780029,795.429993,786.789978,792.320007,792.320007,254004400
2014-08-11,798.070007,804.330017,796.830017,802.950012,802.950012,185459300
2014-08-12,799.979980,803.039978,796.450012,798.239990,798.239990,174601200
2014-08-13,800.659973,804.080017,800.159973,802.520020,802.520020,175879600
2014-08-14,799.599976,806.799988,798.479980,804.859985,804.859985,171639800
2014-08-15,806.960022,814.500000,800.909973,801.690002,801.690002,204916600
2014-08-18,811.929993,812.820007,808.479980,811.799988,811.799988,137428400
2014-08-19,813.330017,817.210022,813.190002,816.719971,816.719971,123997100
2014-08-20,816.919983,817.530029,811.900024,815.599976,815.599976,134894500
2014-08-21,815.349976,822.979980,814.280029,822.979980,822.979980,163526700
2014-08-22,822.380005,823.289978,814.099976,817.880005,817.880005,156599900
2014-08-25,827.210022,831.289978,822.739990,831.289978,831.289978,117070000
2014-08-26,830.520020,839.309998,829.299988,838.940002,838.940002,176448900
2014-08-27,838.299988,840.679993,836.869995,839.780029,839.780029,162621500
2014-08-28,838.289978,838.890015,832.260010,834.849976,834.849976,188155600
2014-08-29,837.239990,838.659973,829.559998,836.929993,836.929993,186753200
2014-09-01,838.080017,838.669983,833.880005,837.440002,837.440002,131977400
2014-09-02,838.549988,841.039978,836.369995,837.799988,837.799988,164456600
2014-09-03,840.799988,848.260010,840.489990,844.130005,844.130005,221794100
2014-09-04,842.280029,858.770020,841.710022,856.580017,856.580017,275622800
2014-09-05,856.770020,856.880005,852.229980,855.369995,855.369995,203188700
2014-09-08,853.760010,855.190002,850.229980,852.619995,852.619995,149636000
2014-09-09,851.500000,853.219971,848.030029,848.679993,848.679993,171456000
2014-09-10,847.849976,849.299988,845.159973,848.590027,848.590027,153089300
2014-09-11,850.260010,850.440002,842.770020,847.409973,847.409973,164439400
2014-09-12,848.719971,848.830017,843.390015,846.530029,846.530029,140372800
2014-09-15,843.909973,848.390015,843.299988,846.380005,846.380005,149828000
2014-09-16,845.000000,845.000000,840.020020,843.219971,843.219971,166695500
2014-09-17,846.299988,848.510010,845.599976,845.820007,845.820007,187994800
2014-09-18,847.169983,852.979980,846.900024,852.450012,852.450012,193506200
2014-09-19,857.190002,858.010010,851.700012,853.409973,853.409973,345934900
2014-09-22,850.530029,852.710022,848.429993,849.659973,849.659973,182852200
2014-09-23,846.820007,846.950012,834.710022,837.020020,837.020020,214024300
2014-09-24,837.760010,844.809998,834.349976,844.440002,844.440002,214292000
2014-09-25,844.590027,847.900024,833.770020,835.190002,835.190002,223630900
2014-09-26,834.289978,843.250000,831.510010,840.489990,840.489990,188007700
2014-09-29,841.530029,841.750000,831.380005,835.809998,835.809998,167379600
2014-09-30,839.440002,847.070007,836.849976,844.219971,844.219971,237308800
2014-10-01,842.359985,845.630005,833.270020,835.059998,835.059998,262943800
2014-10-02,832.429993,834.619995,813.719971,813.719971,813.719971,300956000
2014-10-03,819.429993,824.479980,817.669983,821.950012,821.950012,201329200
2014-10-06,826.809998,828.900024,822.239990,823.349976,823.349976,186684300
2014-10-07,819.340027,820.000000,809.690002,809.690002,809.690002,234296600
2014-10-08,806.940002,809.000000,800.559998,802.969971,802.969971,254433200
2014-10-09,810.739990,811.229980,796.260010,799.289978,799.289978,312376200
2014-10-10,793.630005,796.099976,785.169983,787.690002,787.690002,360377500
2014-10-13,780.359985,790.710022,779.760010,786.700012,786.700012,254844800
2014-10-14,782.869995,789.460022,774.539978,787.880005,787.880005,283547500
2014-10-15,785.869995,789.450012,760.179993,760.989990,760.989990,401193100
2014-10-16,767.159973,768.919983,733.380005,755.000000,755.000000,560582200
2014-10-17,756.940002,778.429993,754.320007,777.349976,777.349976,419634200
2014-10-20,774.210022,777.840027,765.840027,771.200012,771.200012,269222500
2014-10-21,769.900024,788.590027,766.510010,788.590027,788.590027,300624200
2014-10-22,789.419983,792.570007,784.679993,792.390015,792.390015,269660500
2014-10-23,785.479980,800.760010,781.289978,799.400024,799.400024,288312100
2014-10-24,794.409973,799.200012,793.460022,796.119995,796.119995,222002700
2014-10-27,802.700012,803.010010,786.390015,791.469971,791.469971,246435600
2014-10-28,796.630005,800.659973,795.640015,799.049988,799.049988,241467200
2014-10-29,802.419983,804.099976,798.640015,799.700012,799.700012,262739800
2014-10-30,805.640015,806.669983,788.559998,804.210022,804.210022,392802600
2014-10-31,813.140015,821.320007,808.960022,819.479980,819.479980,343769400
2014-11-03,818.349976,820.630005,811.479980,812.919983,812.919983,385534200
2014-11-04,810.690002,815.460022,800.010010,801.570007,801.570007,545738700
2014-11-05,808.390015,816.440002,805.429993,815.559998,815.559998,532700800
2014-11-06,813.039978,826.520020,811.049988,819.000000,819.000000,656130000
2014-11-07,821.349976,821.549988,808.969971,813.669983,813.669983,674505800
2014-11-10,812.419983,820.070007,811.330017,819.799988,819.799988,405195500
2014-11-11,821.059998,825.479980,820.190002,823.349976,823.349976,394190300
2014-11-12,820.609985,822.450012,811.489990,812.270020,812.270020,699071600
2014-11-13,816.039978,818.929993,808.409973,814.150024,814.150024,639620500
2014-11-14,817.309998,817.309998,809.570007,815.929993,815.929993,433375700
2014-11-17,809.659973,821.859985,809.140015,819.750000,819.750000,391045100
2014-11-18,820.070007,826.799988,818.900024,826.039978,826.039978,484746200
2014-11-19,825.789978,830.460022,823.630005,827.169983,827.169983,357304900
2014-11-20,826.820007,826.950012,818.119995,823.429993,823.429993,512885900
2014-11-21,825.400024,843.450012,824.380005,841.979980,841.979980,644845400
2014-11-24,842.789978,849.919983,842.150024,844.580017,844.580017,483966400
2014-11-25,844.369995,851.030029,843.369995,846.739990,846.739990,669114700
2014-11-26,846.880005,850.010010,844.669983,846.020020,846.020020,401628200
2014-11-27,847.229980,850.849976,847.030029,848.869995,848.869995,365369400
2014-11-28,848.500000,850.539978,844.359985,850.539978,850.539978,391537000
2014-12-01,844.679993,848.750000,841.619995,848.020020,848.020020,442241600
2014-12-02,851.729980,856.260010,848.280029,851.570007,851.570007,388651800
2014-12-03,852.520020,855.330017,850.919983,852.809998,852.809998,388250500
2014-12-04,854.580017,859.859985,840.619995,842.729980,842.729980,692469500
2014-12-05,850.179993,860.530029,849.679993,860.190002,860.190002,465784400
2014-12-08,856.690002,857.969971,852.890015,852.890015,852.890015,307612700
2014-12-09,845.090027,846.419983,832.109985,832.780029,832.780029,526247700
2014-12-10,836.320007,840.489990,825.919983,827.969971,827.969971,460059200
2014-12-11,826.479980,830.820007,821.989990,826.780029,826.780029,443571200
2014-12-12,820.909973,822.510010,804.700012,805.429993,805.429993,445451700
2014-12-15,802.830017,811.369995,785.729980,786.729980,786.729980,614894400
2014-12-16,790.229980,802.109985,772.919983,801.880005,801.880005,909754800
2014-12-17,792.349976,807.000000,792.000000,804.059998,804.059998,762005500
2014-12-18,817.500000,830.059998,813.090027,830.059998,830.059998,658737500
2014-12-19,836.869995,838.570007,824.669983,831.929993,831.929993,849928700
2014-12-22,834.169983,841.299988,833.619995,835.950012,835.950012,397740500
2014-12-23,838.070007,846.840027,837.510010,846.840027,846.840027,278631400
2014-12-24,845.219971,847.190002,843.659973,843.859985,843.859985,61501300
2014-12-29,844.650024,846.969971,835.809998,846.969971,846.969971,476130400
2014-12-30,842.729980,842.820007,834.340027,834.340027,834.340027,437422400
2014-12-31,835.260010,839.640015,835.260010,839.520020,839.520020,161131500
2015-01-02,843.030029,845.979980,830.799988,835.969971,835.969971,333050000
2015-01-05,831.090027,841.479980,810.869995,811.789978,811.789978,698226400
2015-01-06,813.609985,817.239990,803.650024,805.469971,805.469971,577022100
2015-01-07,810.650024,816.270020,805.280029,810.940002,810.940002,463361300
2015-01-08,822.750000,838.979980,820.559998,837.729980,837.729980,514715400
2015-01-09,835.909973,840.590027,818.950012,824.390015,824.390015,499788100
2015-01-12,827.469971,836.950012,822.090027,832.760010,832.760010,424327700
2015-01-13,828.669983,848.469971,827.549988,845.299988,845.299988,435772700
2015-01-14,834.450012,847.969971,830.989990,833.750000,833.750000,592871300
2015-01-15,841.739990,853.969971,817.530029,851.799988,851.799988,837695100
2015-01-16,847.820007,863.750000,847.510010,862.820007,862.820007,592856800
2015-01-19,864.520020,870.429993,860.669983,866.809998,866.809998,470919100
2015-01-20,869.080017,877.599976,868.640015,873.789978,873.789978,577233000
2015-01-21,876.219971,881.400024,868.289978,881.400024,881.400024,652271800
2015-01-22,882.210022,896.640015,877.929993,894.260010,894.260010,924727500
2015-01-23,901.099976,917.619995,900.330017,911.729980,911.729980,804870700
2015-01-26,907.630005,920.400024,907.630005,920.000000,920.000000,508508000
2015-01-27,919.510010,921.109985,906.239990,911.380005,911.380005,457454300
2015-01-28,917.599976,917.729980,904.039978,909.719971,909.719971,858613300
2015-01-29,901.419983,912.330017,901.419983,912.280029,912.280029,732705400
2015-01-30,915.979980,916.559998,902.799988,906.280029,906.280029,545062800
2015-02-02,908.130005,913.090027,900.039978,908.210022,908.210022,505824600
2015-02-03,912.770020,921.520020,911.359985,918.320007,918.320007,816681900
2015-02-04,919.270020,922.390015,912.719971,922.390015,922.390015,449643000
2015-02-05,914.330017,923.380005,912.880005,923.299988,923.299988,485801100
2015-02-06,922.299988,923.700012,917.640015,921.280029,921.280029,500717100
2015-02-09,914.289978,914.630005,905.729980,912.450012,912.450012,462710900
2015-02-10,914.500000,925.059998,910.780029,921.469971,921.469971,469945100
2015-02-11,921.340027,923.359985,917.669983,922.010010,922.010010,434542500
2015-02-12,920.130005,931.900024,919.390015,928.330017,928.330017,550762900
2015-02-13,932.049988,937.140015,930.869995,933.210022,933.210022,672765400
2015-02-16,933.109985,934.070007,930.250000,931.030029,931.030029,386881100
2015-02-17,926.820007,934.409973,920.520020,933.299988,933.299988,725161900
2015-02-18,937.489990,942.099976,936.530029,941.309998,941.309998,693762200
2015-02-19,939.340027,948.729980,935.770020,947.489990,947.489990,538009900
2015-02-20,945.510010,947.460022,939.070007,947.299988,947.299988,591615200
2015-02-23,954.840027,955.559998,949.950012,955.559998,955.559998,542242400
2015-02-24,956.789978,962.869995,954.010010,961.140015,961.140015,534462200
2015-02-25,960.750000,962.500000,955.940002,959.229980,959.229980,567768900
2015-02-26,958.559998,967.450012,957.489990,967.450012,967.450012,467237900
2015-02-27,966.559998,973.010010,964.510010,973.010010,973.010010,489745900
2015-03-02,972.330017,976.380005,967.979980,971.039978,971.039978,418615400
2015-03-03,971.539978,973.510010,959.770020,960.640015,960.640015,989202200
2015-03-04,962.690002,969.099976,958.609985,969.099976,969.099976,456704300
2015-03-05,970.960022,980.469971,970.630005,979.320007,979.320007,378464900
2015-03-06,977.590027,985.380005,977.109985,980.690002,980.690002,485686800
2015-03-09,975.890015,977.099976,970.820007,973.799988,973.799988,388255800
2015-03-10,972.179993,974.440002,961.900024,962.900024,962.900024,480015900
2015-03-11,966.390015,985.440002,966.320007,984.150024,984.150024,500430700
2015-03-12,983.929993,986.049988,981.280029,982.640015,982.640015,440747000
2015-03-13,984.830017,986.090027,979.049988,986.039978,986.039978,451240400
2015-03-16,987.469971,997.289978,987.469971,995.729980,995.729980,419140400
2015-03-17,996.700012,998.460022,984.419983,988.229980,988.229980,497513200
2015-03-18,988.570007,989.840027,982.890015,988.900024,988.900024,518370900
2015-03-19,988.880005,993.710022,984.659973,989.270020,989.270020,425891800
2015-03-20,991.270020,1000.039978,989.340027,996.900024,996.900024,962578600
2015-03-23,995.280029,995.280029,988.039978,991.390015,991.390015,574291600
2015-03-24,988.390015,998.460022,987.200012,995.630005,995.630005,927250000
2015-03-25,992.520020,995.909973,982.000000,983.400024,983.400024,626214200
2015-03-26,976.219971,978.229980,964.760010,978.229980,978.229980,603819700
2015-03-27,981.320007,984.799988,977.159973,981.960022,981.960022,427087100
2015-03-30,986.520020,995.919983,985.159973,994.049988,994.049988,356213000
2015-03-31,993.020020,997.400024,982.909973,984.500000,984.500000,458729600
2015-04-01,979.489990,997.739990,978.950012,988.869995,988.869995,412086900
2015-04-02,989.760010,993.570007,988.830017,992.840027,992.840027,260922300
2015-04-07,999.109985,1010.590027,997.239990,1008.210022,1008.210022,602602000
2015-04-08,1006.489990,1008.780029,1001.909973,1003.280029,1003.280029,439278000
2015-04-09,1007.059998,1016.989990,1006.799988,1016.989990,1016.989990,378704100
2015-04-10,1020.489990,1023.989990,1018.219971,1023.989990,1023.989990,365709700
2015-04-13,1023.200012,1028.640015,1020.380005,1027.069946,1027.069946,326057100
2015-04-14,1026.500000,1028.449951,1015.630005,1020.330017,1020.330017,664052800
2015-04-15,1022.450012,1028.150024,1019.799988,1025.170044,1025.170044,587791200
2015-04-16,1024.410034,1025.349976,1017.070007,1018.190002,1018.190002,495460100
2015-04-17,1016.049988,1019.869995,999.770020,1001.580017,1001.580017,732890300
2015-04-20,1004.039978,1010.309998,1004.039978,1010.169983,1010.169983,549401300
2015-04-21,1013.909973,1022.119995,1008.830017,1013.580017,1013.580017,624958200
2015-04-22,1017.390015,1020.000000,1005.710022,1014.520020,1014.520020,429471000
2015-04-23,1015.190002,1017.710022,1002.500000,1009.570007,1009.570007,393464400
2015-04-24,1013.489990,1017.570007,1008.369995,1013.619995,1013.619995,431666300
2015-04-27,1013.539978,1028.550049,1002.390015,1026.199951,1026.199951,421580400
2015-04-28,1023.690002,1023.690002,1001.979980,1008.409973,1008.409973,483921600
2015-04-29,1008.969971,1013.469971,982.440002,982.440002,982.440002,464306700
2015-04-30,980.919983,989.570007,973.409973,983.710022,983.710022,538445700
2015-05-04,985.650024,994.150024,977.520020,988.599976,988.599976,544037000
2015-05-05,986.979980,997.619995,967.710022,968.270020,968.270020,681155900
2015-05-06,969.260010,975.219971,961.679993,967.219971,967.219971,512650800
2015-05-07,961.650024,968.650024,948.650024,966.179993,966.179993,564517100
2015-05-08,973.690002,989.760010,970.049988,989.409973,989.409973,411582400
2015-05-11,984.960022,986.130005,979.419983,984.539978,984.539978,339342000
2015-05-12,979.330017,979.330017,967.099976,974.739990,974.739990,460412600
2015-05-13,978.469971,987.090027,970.409973,973.530029,973.530029,515257600
2015-05-14,969.989990,986.260010,963.020020,984.020020,984.020020,290436600
2015-05-15,987.710022,991.789978,975.169983,979.849976,979.849976,333386700
2015-05-18,980.429993,985.320007,967.820007,982.010010,982.010010,315946900
2015-05-19,986.530029,1002.059998,986.530029,1001.049988,1001.049988,368715900
2015-05-20,1000.530029,1006.650024,997.669983,1005.309998,1005.309998,344582100
2015-05-21,1003.070007,1007.530029,1000.390015,1007.280029,1007.280029,277443100
2015-05-22,1007.460022,1008.900024,1002.849976,1006.229980,1006.229980,251918300
2015-05-25,1006.429993,1006.429993,999.440002,1002.239990,1002.239990,146238700
2015-05-26,1002.169983,1006.640015,991.409973,994.590027,994.590027,332839400
2015-05-27,997.700012,1012.630005,994.830017,1010.539978,1010.539978,432766100
2015-05-28,1006.669983,1009.530029,998.260010,1004.849976,1004.849976,343166000
2015-05-29,1005.059998,1006.250000,983.210022,983.520020,983.520020,596367400
2015-06-01,987.799988,992.489990,979.799988,984.940002,984.940002,368076700
2015-06-02,989.539978,989.539978,972.840027,979.119995,979.119995,453802800
2015-06-03,981.429993,992.669983,976.640015,982.260010,982.260010,501737800
2015-06-04,977.450012,982.840027,961.090027,973.510010,973.510010,423686900
2015-06-05,967.549988,969.820007,956.400024,961.289978,961.289978,424837300
2015-06-08,961.239990,962.729980,951.200012,951.200012,951.200012,359515900
2015-06-09,948.549988,951.960022,936.640015,949.250000,949.250000,390055200
2015-06-10,946.469971,967.989990,942.280029,964.650024,964.650024,356974800
2015-06-11,963.419983,980.690002,961.989990,971.390015,971.390015,470738100
2015-06-12,968.919983,970.770020,950.229980,958.409973,958.409973,338535300
2015-06-15,947.859985,952.369995,941.630005,943.599976,943.599976,557380100
2015-06-16,936.239990,951.820007,930.700012,948.919983,948.919983,665664800
2015-06-17,950.789978,953.080017,936.739990,940.510010,940.510010,388389300
2015-06-18,937.510010,942.640015,925.520020,942.640015,942.640015,475629500
2015-06-19,943.539978,955.210022,942.469971,946.020020,946.020020,756564800
2015-06-22,967.820007,980.710022,965.270020,979.179993,979.179993,684644600
2015-06-23,988.200012,995.179993,984.719971,991.020020,991.020020,662581300
2015-06-24,990.309998,991.520020,980.299988,987.130005,987.130005,558277500
2015-06-25,977.700012,994.690002,977.700012,986.869995,986.869995,526810500
2015-06-26,981.119995,995.570007,976.849976,989.299988,989.299988,379173200
2015-06-29,944.770020,968.229980,944.770020,954.520020,954.520020,952434500
2015-06-30,950.479980,958.539978,940.559998,940.559998,940.559998,850991400
2015-07-01,951.630005,967.109985,944.359985,958.479980,958.479980,684152900
2015-07-02,960.619995,961.669983,949.320007,949.729980,949.729980,374200000
2015-07-03,949.450012,951.440002,939.070007,943.789978,943.789978,312539800
2015-07-06,924.799988,937.979980,923.299988,927.299988,927.299988,674798500
2015-07-07,927.919983,929.479980,907.780029,908.260010,908.260010,580088800
2015-07-08,909.909973,920.159973,906.979980,914.309998,914.309998,446965200
2015-07-09,918.719971,939.770020,916.849976,936.659973,936.659973,559595000
2015-07-10,959.469971,965.119995,953.450012,962.419983,962.419983,684863400
2015-07-13,975.200012,981.559998,972.640015,979.849976,979.849976,764958500
2015-07-14,979.330017,985.750000,977.080017,985.750000,985.750000,471380700
2015-07-15,985.820007,991.929993,984.460022,990.989990,990.989990,375463200
2015-07-16,996.030029,1008.159973,994.979980,1003.640015,1003.640015,544110900
2015-07-17,1006.619995,1006.780029,1001.960022,1004.289978,1004.289978,340521800
2015-07-20,1007.539978,1015.969971,1006.280029,1008.570007,1008.570007,324958800
2015-07-21,1010.559998,1011.359985,998.650024,1000.780029,1000.780029,421623300
2015-07-22,994.630005,1000.229980,994.090027,996.270020,996.270020,314862000
2015-07-23,1004.280029,1004.280029,991.570007,995.349976,995.349976,322158100
2015-07-24,992.979980,1000.840027,986.359985,987.469971,987.469971,343896300
2015-07-27,982.750000,983.880005,963.789978,964.020020,964.020020,440759300
2015-07-28,969.979980,976.580017,965.760010,973.059998,973.059998,712889100
2015-07-29,978.210022,981.530029,971.510010,980.390015,980.390015,522384900
2015-07-30,983.909973,984.719971,976.979980,983.500000,983.500000,456873200
2015-07-31,986.729980,988.840027,979.510010,987.830017,987.830017,445751600
2015-08-03,988.119995,998.719971,987.299988,997.500000,997.500000,390297400
2015-08-04,995.770020,995.770020,988.700012,995.309998,995.309998,507080900
2015-08-05,999.770020,1009.659973,999.359985,1008.809998,1008.809998,386643400
2015-08-06,1006.880005,1012.390015,1005.900024,1006.940002,1006.940002,647321100
2015-08-07,1005.559998,1005.559998,998.090027,998.299988,998.299988,475949900
2015-08-10,1003.539978,1005.270020,993.450012,1005.130005,1005.130005,337278900
2015-08-11,1003.119995,1003.119995,988.590027,989.320007,989.320007,356895800
2015-08-12,979.849976,979.849976,954.239990,957.309998,957.309998,528682500
2015-08-13,971.719971,975.080017,964.010010,966.400024,966.400024,496183500
2015-08-14,966.739990,972.210022,957.369995,960.299988,960.299988,333299300
2015-08-17,967.570007,972.000000,952.659973,963.000000,963.000000,310281900
2015-08-18,961.210022,967.359985,959.140015,964.200012,964.200012,291130000
2015-08-19,958.960022,960.440002,947.309998,947.309998,947.309998,334284400
2015-08-20,944.349976,945.700012,925.159973,926.719971,926.719971,320829000
2015-08-21,912.729980,924.760010,896.280029,896.280029,896.280029,486135800
2015-08-24,864.919983,876.630005,819.250000,849.940002,849.940002,1159639000
2015-08-25,863.359985,890.869995,858.840027,884.719971,884.719971,767082500
2015-08-26,873.549988,887.770020,859.059998,871.150024,871.150024,723751000
2015-08-27,892.429993,905.390015,888.059998,900.510010,900.510010,586586400
2015-08-28,903.239990,904.330017,894.099976,904.330017,904.330017,369135600
2015-08-31,898.179993,902.030029,892.760010,900.520020,900.520020,341188000
2015-09-01,888.840027,891.369995,870.700012,878.169983,878.169983,452589200
2015-09-02,881.340027,888.479980,872.890015,880.590027,880.590027,382274100
